,neighborhood,name,distance,category,address,display_phone,price,rating,review_count,url,latitude,longitude
1073,BUCKMAN COMMUNITY ASSOCIATION,Screen Door,847.922139038,Cajun/Creole,2337 E Burnside St,(503) 542-0880,$$,4.5,5010,https://www.yelp.com/biz/screen-door-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.52309,-122.64164
1074,BUCKMAN COMMUNITY ASSOCIATION,Trifecta Tavern,857.786910436,American (New),726 SE 6th Ave,(503) 841-6675,$$,4.0,271,https://www.yelp.com/biz/trifecta-tavern-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5175883,-122.6593994
1075,BUCKMAN COMMUNITY ASSOCIATION,Loyal Legion,861.17312273,Gastropubs,710 SE 6th St,(503) 235-8272,$$,4.0,179,https://www.yelp.com/biz/loyal-legion-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.517791,-122.659415
1076,BUCKMAN COMMUNITY ASSOCIATION,Tusk,867.932994466,Middle Eastern,2448 East Burnside St,(503) 894-8082,$$,4.0,211,https://www.yelp.com/biz/tusk-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.52263,-122.64036
1077,BUCKMAN COMMUNITY ASSOCIATION,Ate-Oh-Ate,879.693890252,Hawaiian,2454 E Burnside St,(503) 445-6101,$$,4.0,376,https://www.yelp.com/biz/ate-oh-ate-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.522655,-122.640277
1078,BUCKMAN COMMUNITY ASSOCIATION,Thai Champa,894.491449684,Thai,938 E Burnside St,(503) 757-2504,$,4.5,209,https://www.yelp.com/biz/thai-champa-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5227328318,-122.656441964
1079,BUCKMAN COMMUNITY ASSOCIATION,Tight Tacos,911.938417278,Food Trucks,602 SE Salmon St,(503) 875-8388,$,4.5,103,https://www.yelp.com/biz/tight-tacos-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5142227366,-122.659490977
1080,BUCKMAN COMMUNITY ASSOCIATION,Coopers Hall,912.13045982,Wineries,404 SE 6th Ave,(503) 719-7000,$$,4.0,100,https://www.yelp.com/biz/coopers-hall-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5198503,-122.6593782
1081,BUCKMAN COMMUNITY ASSOCIATION,Nodoguro,922.23791969,Japanese,2832 SE Belmont St,,$$$$,4.5,48,https://www.yelp.com/biz/nodoguro-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.51626,-122.63633
1082,BUCKMAN COMMUNITY ASSOCIATION,Renata,931.561518326,Italian,626 SE Main St,(503) 954-2708,$$$,4.0,231,https://www.yelp.com/biz/renata-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5136148632,-122.659369558
1083,BUCKMAN COMMUNITY ASSOCIATION,Figlia Americana,948.38647601,Breakfast & Brunch,1100 SE Grand Ave,(503) 477-6590,$$,4.5,22,https://www.yelp.com/biz/figlia-americana-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.51477,-122.66017
1084,BUCKMAN COMMUNITY ASSOCIATION,Bamboo Sushi,949.114219558,Sushi Bars,310 SE 28th Ave,(503) 232-5255,$$,4.5,853,https://www.yelp.com/biz/bamboo-sushi-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5205128628,-122.637053309
1085,BUCKMAN COMMUNITY ASSOCIATION,Kachka,961.53880716,Russian,720 SE Grand Ave,(503) 235-0059,$$,4.5,534,https://www.yelp.com/biz/kachka-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5175971,-122.6607335
1086,BUCKMAN COMMUNITY ASSOCIATION,Egyptian Bros,979.507410128,Mediterranean,113 SE 28th Ave,(971) 506-2145,$,5.0,93,https://www.yelp.com/biz/egyptian-bros-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5218797,-122.6374149
1087,BUCKMAN COMMUNITY ASSOCIATION,Le Pigeon,980.83318442,French,738 E Burnside St,(503) 546-8796,$$$,4.5,1018,https://www.yelp.com/biz/le-pigeon-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.522796,-122.657872
1088,BUCKMAN COMMUNITY ASSOCIATION,Ankeny Tap & Table,983.738107494,Gastropubs,2724 SE Ankeny St,(503) 946-1898,$$,4.5,92,https://www.yelp.com/biz/ankeny-tap-and-table-portland-6?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.52198,-122.63758
1089,BUCKMAN COMMUNITY ASSOCIATION,Slow Bar,1002.53352498,Lounges,533 SE Grand Ave,(503) 230-7767,$$,4.0,504,https://www.yelp.com/biz/slow-bar-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5188325856,-122.661009026
1090,BUCKMAN COMMUNITY ASSOCIATION,The Goose,1011.46761506,Tex-Mex,2725 SE Ankeny St,(503) 235-2222,$$,4.5,215,https://www.yelp.com/biz/the-goose-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.52228,-122.63758
1091,BUCKMAN COMMUNITY ASSOCIATION,Holdfast Dining,1045.44792793,American (New),537 SE Ash St,(503) 504-9448,$$$$,4.5,45,https://www.yelp.com/biz/holdfast-dining-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.521794602,-122.659932523
1092,BUCKMAN COMMUNITY ASSOCIATION,Marukin Ramen,1045.76554727,Ramen,609 SE Ankeny St,(503) 894-9021,$$,4.0,302,https://www.yelp.com/biz/marukin-ramen-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.522407,-122.65937
1093,BUCKMAN COMMUNITY ASSOCIATION,Nong's Khao Man Gai,1045.76603007,Thai,609 SE Ankeny St,(503) 740-2907,$,4.5,1000,https://www.yelp.com/biz/nongs-khao-man-gai-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.52241,-122.65938
1094,BUCKMAN COMMUNITY ASSOCIATION,Sizzle Pie,1049.25379172,Pizza,624 E Burnside,(503) 234-7437,$,4.0,811,https://www.yelp.com/biz/sizzle-pie-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.52269,-122.65898
1095,BUCKMAN COMMUNITY ASSOCIATION,Willow,1052.92847821,American (New),2005 SE 11th Ave,(814) 933-8872,$$$,5.0,99,https://www.yelp.com/biz/willow-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.50853,-122.65492
1096,BUCKMAN COMMUNITY ASSOCIATION,C'est Si Bon! Bistro+Vins,1059.19914277,French,22 NE 7th Ave,(503) 935-3761,$$,5.0,82,https://www.yelp.com/biz/cest-si-bon-bistro-vins-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5233755,-122.6584833
1097,BUCKMAN COMMUNITY ASSOCIATION,Langbaan,1065.37615984,Thai,6 SE 28th Ave,(971) 344-2564,$$$$,4.5,118,https://www.yelp.com/biz/langbaan-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5226928,-122.6371691
1098,BUCKMAN COMMUNITY ASSOCIATION,Navarre,1104.64469957,Spanish,10 NE 28th Ave,(503) 232-3555,$$,4.0,371,https://www.yelp.com/biz/navarre-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.52326,-122.63701
1099,BUCKMAN COMMUNITY ASSOCIATION,Mirakutei,1106.65878858,Japanese,536 E Burnside St,(503) 467-7501,$$,4.0,407,https://www.yelp.com/biz/mirakutei-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.52276,-122.66001
1100,CATHEDRAL PARK,Pizza Nostra,223.019359921,Pizza,7237 N Philadelphia Ave,(503) 774-3333,$,3.5,36,https://www.yelp.com/biz/pizza-nostra-portland-4?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5895935,-122.755854
1101,CATHEDRAL PARK,Burgerville,265.30542825,Burgers,8671 N Ivanhoe,(503) 286-8600,$,2.5,58,https://www.yelp.com/biz/burgerville-portland-4?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.58996,-122.75555
1102,CATHEDRAL PARK,St Johns Coffee Roasters,301.182203469,Bagels,7304 N Leavitt Ave,(503) 445-2249,$,4.5,76,https://www.yelp.com/biz/st-johns-coffee-roasters-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5892997,-122.754006
1103,CATHEDRAL PARK,Thai Cottage,306.604407891,Thai,8620 N Lombard St,(503) 289-1708,$$,3.5,182,https://www.yelp.com/biz/thai-cottage-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5900993347,-122.755180359
1104,CATHEDRAL PARK,Tienda Santa Cruz,306.910069837,Mexican,8630 N Lombard St,(503) 286-7302,$,4.5,361,https://www.yelp.com/biz/tienda-santa-cruz-portland-4?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.59024,-122.75531
1105,CATHEDRAL PARK,Homegrown Smoker,311.908229262,Vegan,8638 N Lombard St,(503) 477-7274,$,4.5,363,https://www.yelp.com/biz/homegrown-smoker-portland-4?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5903293,-122.7553919
1106,CATHEDRAL PARK,Occidental Brewing Wursthaus,326.594068311,German,6635 North Baltimore Ave,(503) 286-3686,$$,4.0,48,https://www.yelp.com/biz/occidental-brewing-wursthaus-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.58934,-122.76146
1107,CATHEDRAL PARK,Wicked Smart Pizza,334.884615508,Pizza,8704 N Lombard St,(503) 807-5820,$,5.0,10,https://www.yelp.com/biz/wicked-smart-pizza-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5905761719,-122.755645752
1108,CATHEDRAL PARK,Anna Bannanas,337.392385656,Breakfast & Brunch,8716 N Lombard St,(503) 286-2030,$,3.5,143,https://www.yelp.com/biz/anna-bannanas-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.59068,-122.75575
1109,CATHEDRAL PARK,Slim's Cocktail Bar & Restaurant,346.279660032,Dive Bars,8635 N Lombard St,(503) 286-3854,$,3.5,141,https://www.yelp.com/biz/slims-cocktail-bar-and-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5905,-122.75489
1110,CATHEDRAL PARK,The Great North,347.42356281,Coffee & Tea,7373 N Burlington Ave,(971) 258-2202,$,5.0,24,https://www.yelp.com/biz/the-great-north-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.59047,-122.75476
1111,CATHEDRAL PARK,Girasole Restaurant and Bar,347.75342923,Pizza,8438 N Lombard,(503) 954-1671,$$,3.0,133,https://www.yelp.com/biz/girasole-restaurant-and-bar-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5897766,-122.7537549
1112,CATHEDRAL PARK,87th & Meatballs,367.148132746,Italian,8737 N Lombard St,(971) 512-0007,$,4.5,52,https://www.yelp.com/biz/87th-and-meatballs-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5908973515,-122.755522728
1113,CATHEDRAL PARK,Pattie's Home Plate Cafe,368.419221664,Breakfast & Brunch,8501 N Lombard St,(503) 285-5507,$,3.0,86,https://www.yelp.com/biz/patties-home-plate-cafe-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.59017,-122.75396
1114,CATHEDRAL PARK,The Sudra,380.990049992,Indian,8777 N Lombard St,(971) 386-5138,$$,4.0,55,https://www.yelp.com/biz/the-sudra-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.591107825,-122.755746198
1115,CATHEDRAL PARK,Marie's,381.057690552,American (Traditional),8727 N Lombard St,(503) 283-0494,$,3.5,21,https://www.yelp.com/biz/maries-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.59105,-122.75525
1116,CATHEDRAL PARK,The Wishing Well Restaurant,383.886990739,American (Traditional),8800 N Lombard St,(503) 286-4434,$,3.0,45,https://www.yelp.com/biz/the-wishing-well-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.59109,-122.75627
1117,CATHEDRAL PARK,John Street Cafe,391.107037155,American (Traditional),8338 N Lombard St,(503) 247-1066,$$,4.0,191,https://www.yelp.com/biz/john-street-cafe-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5894709,-122.7528131
1118,CATHEDRAL PARK,48 North,393.950177666,Pizza,8801 N Lombard St,(503) 477-4646,,4.5,4,https://www.yelp.com/biz/48-north-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.59135,-122.75565
1119,CATHEDRAL PARK,The Jamaica House,398.701560895,Caribbean,8307 N Ivanhoe St,(503) 462-9710,$,4.5,53,https://www.yelp.com/biz/the-jamaica-house-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.58891,-122.75249
1120,CATHEDRAL PARK,Taste Of Casablanca,403.488253044,Food Trucks,8928 N Lombard St,(503) 734-5181,$,4.5,12,https://www.yelp.com/biz/taste-of-casablanca-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5914790054,-122.757162087
1121,CATHEDRAL PARK,Signal Station Pizza,413.465131066,Pizza,8302 N Lombard St,(503) 286-2257,$,3.5,108,https://www.yelp.com/biz/signal-station-pizza-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.58921,-122.75229
1122,CATHEDRAL PARK,Sila Thai,428.061667839,Thai,8901-8915 N Ivanhoe St,(503) 757-5410,$,4.5,66,https://www.yelp.com/biz/sila-thai-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5917024,-122.7571774
1123,CATHEDRAL PARK,Uncle Tsang's Kitchen,433.215337788,Chinese,8926 N Lombard St,,$,4.5,51,https://www.yelp.com/biz/uncle-tsangs-kitchen-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5917327,-122.7567689
1124,CATHEDRAL PARK,St. Johns Theater & Pub,455.584552239,Pubs,8203 N. Ivanhoe St.,(503) 283-8520,$$,3.5,152,https://www.yelp.com/biz/st-johns-theater-and-pub-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.58865,-122.75164
1125,CATHEDRAL PARK,The Fixin' To,471.346041957,Southern,8218 N Lombard,(503) 477-4995,$,3.5,105,https://www.yelp.com/biz/the-fixin-to-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5888671875,-122.75138855
1126,CATHEDRAL PARK,Subway,500.304666851,Sandwiches,9000 N Lombard St,(503) 289-9900,$,2.5,11,https://www.yelp.com/biz/subway-portland-13?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5923299,-122.75729
1127,CATHEDRAL PARK,Super Burrito Express,537.478586204,Mexican,9019 N Lombard St,(503) 283-2181,$,3.5,60,https://www.yelp.com/biz/super-burrito-express-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5926322937,-122.756889343
1128,CATHEDRAL PARK,Kung Food Restaurant,674.612314438,Asian Fusion,8071 N Lombard Way,(503) 286-3131,$,3.5,162,https://www.yelp.com/biz/kung-food-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.58982,-122.74895
1129,CATHEDRAL PARK,Mama San Soul Shack,697.824227593,Asian Fusion,8037 N Lombard St,(503) 719-4288,$$,4.0,138,https://www.yelp.com/biz/mama-san-soul-shack-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5895252,-122.7486342
1130,CATHEDRAL PARK,Leisure Public House,717.21931735,Pubs,8002 N Lombard St,(503) 289-7606,$,4.5,195,https://www.yelp.com/biz/leisure-public-house-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5890693665,-122.748268127
1131,CATHEDRAL PARK,Your Inn Tavern,745.227256826,Bars,7004 N Catlin Ave,(503) 285-0420,$,4.0,19,https://www.yelp.com/biz/your-inn-tavern-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5937194824,-122.761634827
1132,CATHEDRAL PARK,Gabagool,754.227007974,Italian,7955 N Lombard St,(503) 894-9096,$$,4.5,116,https://www.yelp.com/biz/gabagool-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5891840905,-122.747680619
1133,CATHEDRAL PARK,St John's Kitchen,790.458159861,Asian Fusion,9501 N Lombard St,(503) 289-6467,$,3.5,32,https://www.yelp.com/biz/st-johns-kitchen-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.59488,-122.75907
1134,CATHEDRAL PARK,Dub's St John's,808.906104748,Comfort Food,9520 N Lombard St,(503) 998-8230,$$,4.5,137,https://www.yelp.com/biz/dubs-st-johns-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5948677063,-122.759803772
1135,CATHEDRAL PARK,Cathedral Coffee,937.443205411,Coffee & Tea,7530 N Willamette Blvd,(503) 935-4312,$,4.5,134,https://www.yelp.com/biz/cathedral-coffee-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5843351453,-122.746332038
1136,CATHEDRAL PARK,Four Seasons Brother's,998.01288892,Barbeque,7538 N Lombard St,(503) 754-9581,$,3.0,4,https://www.yelp.com/biz/four-seasons-brothers-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5882099,-122.74465
1137,CATHEDRAL PARK,Original Bubble Tea,998.01288892,Indian,7538 N Lombard St,(971) 222-6749,,3.0,10,https://www.yelp.com/biz/original-bubble-tea-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5882099,-122.74465
1138,CATHEDRAL PARK,Iman's Beirut Kitchen,1064.80725815,Lebanese,9440 N St Louis Ave,(503) 285-6028,$,5.0,19,https://www.yelp.com/biz/imans-beirut-kitchen-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5962036558,-122.75057707
1139,CATHEDRAL PARK,Chowdah,1112.2229207,Food Stands,7316 N Lombard St,(503) 867-2475,$,4.5,64,https://www.yelp.com/biz/chowdah-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5876410292,-122.742990641
1140,CATHEDRAL PARK,Che' Cafe,1128.89825804,American (New),7316 N Lombard St,(503) 477-0322,$,4.5,91,https://www.yelp.com/biz/che-cafe-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5876212838,-122.742777848
1141,CATHEDRAL PARK,Thai Bodian,1137.92536797,Food Trucks,7316 N Lombard St,(503) 753-5517,$,4.0,13,https://www.yelp.com/biz/thai-bodian-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5874214253,-122.742666541
1142,CATHEDRAL PARK,DeHomis,1159.3053855,Japanese,7316 N Lombard St,(503) 572-0425,$,4.5,10,https://www.yelp.com/biz/dehomis-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.58762,-122.74223
1143,CATHEDRAL PARK,Pizza Creature,1159.3053855,Pizza,7316 N Lombard St,(503) 616-5552,$,4.5,10,https://www.yelp.com/biz/pizza-creature-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.5875710215,-122.742388621
